center,left,right,steering,throttle,brake,speed
IMGo/center_2016_12_01_13_32_41_841.jpg, IMGo/left_2016_12_01_13_32_41_841.jpg, IMGo/right_2016_12_01_13_32_41_841.jpg, 0, 0, 0, 0.5799465
IMGo/center_2016_12_01_13_32_41_943.jpg, IMGo/left_2016_12_01_13_32_41_943.jpg, IMGo/right_2016_12_01_13_32_41_943.jpg, 0, 0, 0, 0.5741369
IMGo/center_2016_12_01_13_32_42_043.jpg, IMGo/left_2016_12_01_13_32_42_043.jpg, IMGo/right_2016_12_01_13_32_42_043.jpg, 0, 0, 0, 0.5683888
IMGo/center_2016_12_01_13_32_42_143.jpg, IMGo/left_2016_12_01_13_32_42_143.jpg, IMGo/right_2016_12_01_13_32_42_143.jpg, 0, 0, 0, 0.5626981
IMGo/center_2016_12_01_13_32_42_245.jpg, IMGo/left_2016_12_01_13_32_42_245.jpg, IMGo/right_2016_12_01_13_32_42_245.jpg, 0, 0, 0, 0.5570646
IMGo/center_2016_12_01_13_32_42_346.jpg, IMGo/left_2016_12_01_13_32_42_346.jpg, IMGo/right_2016_12_01_13_32_42_346.jpg, 0, 0, 0, 0.5514876
IMGo/center_2016_12_01_13_32_42_446.jpg, IMGo/left_2016_12_01_13_32_42_446.jpg, IMGo/right_2016_12_01_13_32_42_446.jpg, 0, 0, 0, 0.5459665
IMGo/center_2016_12_01_13_32_42_548.jpg, IMGo/left_2016_12_01_13_32_42_548.jpg, IMGo/right_2016_12_01_13_32_42_548.jpg, 0, 0, 0, 0.5394107
IMGo/center_2016_12_01_13_32_42_648.jpg, IMGo/left_2016_12_01_13_32_42_648.jpg, IMGo/right_2016_12_01_13_32_42_648.jpg, 0, 0, 0, 0.5340073
IMGo/center_2016_12_01_13_32_42_749.jpg, IMGo/left_2016_12_01_13_32_42_749.jpg, IMGo/right_2016_12_01_13_32_42_749.jpg, 0, 0, 0, 0.5285226
IMGo/center_2016_12_01_13_32_42_851.jpg, IMGo/left_2016_12_01_13_32_42_851.jpg, IMGo/right_2016_12_01_13_32_42_851.jpg, 0, 0, 0, 0.5231478
IMGo/center_2016_12_01_13_32_42_952.jpg, IMGo/left_2016_12_01_13_32_42_952.jpg, IMGo/right_2016_12_01_13_32_42_952.jpg, 0, 0, 0, 0.5179049
IMGo/center_2016_12_01_13_32_43_053.jpg, IMGo/left_2016_12_01_13_32_43_053.jpg, IMGo/right_2016_12_01_13_32_43_053.jpg, 0, 0, 0, 0.5127146
IMGo/center_2016_12_01_13_32_43_154.jpg, IMGo/left_2016_12_01_13_32_43_154.jpg, IMGo/right_2016_12_01_13_32_43_154.jpg, 0, 0, 0, 0.5075763
IMGo/center_2016_12_01_13_32_43_256.jpg, IMGo/left_2016_12_01_13_32_43_256.jpg, IMGo/right_2016_12_01_13_32_43_256.jpg, 0, 0, 0, 0.5024896
IMGo/center_2016_12_01_13_32_43_357.jpg, IMGo/left_2016_12_01_13_32_43_357.jpg, IMGo/right_2016_12_01_13_32_43_357.jpg, 0, 0.735778, 0, 0.9536688
IMGo/center_2016_12_01_13_32_43_457.jpg, IMGo/left_2016_12_01_13_32_43_457.jpg, IMGo/right_2016_12_01_13_32_43_457.jpg, 0.0617599, 0.9855326, 0, 2.124567
IMGo/center_2016_12_01_13_32_43_558.jpg, IMGo/left_2016_12_01_13_32_43_558.jpg, IMGo/right_2016_12_01_13_32_43_558.jpg, 0.05219137, 0.9855326, 0, 3.286475
IMGo/center_2016_12_01_13_32_43_659.jpg, IMGo/left_2016_12_01_13_32_43_659.jpg, IMGo/right_2016_12_01_13_32_43_659.jpg, 0.05219137, 0.9855326, 0, 4.440864
IMGo/center_2016_12_01_13_32_43_761.jpg, IMGo/left_2016_12_01_13_32_43_761.jpg, IMGo/right_2016_12_01_13_32_43_761.jpg, 0.3679529, 0.9855326, 0, 5.565724
IMGo/center_2016_12_01_13_32_43_862.jpg, IMGo/left_2016_12_01_13_32_43_862.jpg, IMGo/right_2016_12_01_13_32_43_862.jpg, 0.5784606, 0.9855326, 0, 6.626935
IMGo/center_2016_12_01_13_32_43_963.jpg, IMGo/left_2016_12_01_13_32_43_963.jpg, IMGo/right_2016_12_01_13_32_43_963.jpg, 0.5784606, 0.9855326, 0, 7.730138
IMGo/center_2016_12_01_13_32_44_064.jpg, IMGo/left_2016_12_01_13_32_44_064.jpg, IMGo/right_2016_12_01_13_32_44_064.jpg, 0.1670138, 0.9855326, 0, 8.83677
IMGo/center_2016_12_01_13_32_44_165.jpg, IMGo/left_2016_12_01_13_32_44_165.jpg, IMGo/right_2016_12_01_13_32_44_165.jpg, 0, 0.9855326, 0, 9.903404
IMGo/center_2016_12_01_13_32_44_266.jpg, IMGo/left_2016_12_01_13_32_44_266.jpg, IMGo/right_2016_12_01_13_32_44_266.jpg, 0, 0.9855326, 0, 10.99288
IMGo/center_2016_12_01_13_32_44_368.jpg, IMGo/left_2016_12_01_13_32_44_368.jpg, IMGo/right_2016_12_01_13_32_44_368.jpg, 0, 0.9855326, 0, 12.31618
IMGo/center_2016_12_01_13_32_44_468.jpg, IMGo/left_2016_12_01_13_32_44_468.jpg, IMGo/right_2016_12_01_13_32_44_468.jpg, 0, 0.9855326, 0, 13.35268
IMGo/center_2016_12_01_13_32_44_569.jpg, IMGo/left_2016_12_01_13_32_44_569.jpg, IMGo/right_2016_12_01_13_32_44_569.jpg, 0, 0.9855326, 0, 14.41762
IMGo/center_2016_12_01_13_32_44_671.jpg, IMGo/left_2016_12_01_13_32_44_671.jpg, IMGo/right_2016_12_01_13_32_44_671.jpg, 0, 0.9855326, 0, 15.42111
IMGo/center_2016_12_01_13_32_44_772.jpg, IMGo/left_2016_12_01_13_32_44_772.jpg, IMGo/right_2016_12_01_13_32_44_772.jpg, 0, 0.9855326, 0, 16.51585
IMGo/center_2016_12_01_13_32_44_873.jpg, IMGo/left_2016_12_01_13_32_44_873.jpg, IMGo/right_2016_12_01_13_32_44_873.jpg, 0, 0.9855326, 0, 17.50468
IMGo/center_2016_12_01_13_32_44_974.jpg, IMGo/left_2016_12_01_13_32_44_974.jpg, IMGo/right_2016_12_01_13_32_44_974.jpg, 0, 0.9855326, 0, 18.54293
IMGo/center_2016_12_01_13_32_45_074.jpg, IMGo/left_2016_12_01_13_32_45_074.jpg, IMGo/right_2016_12_01_13_32_45_074.jpg, 0, 0.9855326, 0, 19.54433
IMGo/center_2016_12_01_13_32_45_174.jpg, IMGo/left_2016_12_01_13_32_45_174.jpg, IMGo/right_2016_12_01_13_32_45_174.jpg, 0, 0.9855326, 0, 20.54383
IMGo/center_2016_12_01_13_32_45_275.jpg, IMGo/left_2016_12_01_13_32_45_275.jpg, IMGo/right_2016_12_01_13_32_45_275.jpg, 0.08089697, 0.9855326, 0, 21.52514
IMGo/center_2016_12_01_13_32_45_377.jpg, IMGo/left_2016_12_01_13_32_45_377.jpg, IMGo/right_2016_12_01_13_32_45_377.jpg, 0.0904655, 0.9855326, 0, 22.49719
IMGo/center_2016_12_01_13_32_45_477.jpg, IMGo/left_2016_12_01_13_32_45_477.jpg, IMGo/right_2016_12_01_13_32_45_477.jpg, 0.0904655, 0.9855326, 0, 23.45835
IMGo/center_2016_12_01_13_32_45_578.jpg, IMGo/left_2016_12_01_13_32_45_578.jpg, IMGo/right_2016_12_01_13_32_45_578.jpg, 0.1574452, 0.9855326, 0, 24.40969
IMGo/center_2016_12_01_13_32_45_679.jpg, IMGo/left_2016_12_01_13_32_45_679.jpg, IMGo/right_2016_12_01_13_32_45_679.jpg, 0.1765823, 0.9855326, 0, 25.34023
IMGo/center_2016_12_01_13_32_45_780.jpg, IMGo/left_2016_12_01_13_32_45_780.jpg, IMGo/right_2016_12_01_13_32_45_780.jpg, 0.1765823, 0.9855326, 0, 26.26871
IMGo/center_2016_12_01_13_32_45_881.jpg, IMGo/left_2016_12_01_13_32_45_881.jpg, IMGo/right_2016_12_01_13_32_45_881.jpg, 0, 0.9855326, 0, 27.19565
IMGo/center_2016_12_01_13_32_45_982.jpg, IMGo/left_2016_12_01_13_32_45_982.jpg, IMGo/right_2016_12_01_13_32_45_982.jpg, 0, 0.9855326, 0, 28.11004
IMGo/center_2016_12_01_13_32_46_084.jpg, IMGo/left_2016_12_01_13_32_46_084.jpg, IMGo/right_2016_12_01_13_32_46_084.jpg, 0, 0.9855326, 0, 29.01799
IMGo/center_2016_12_01_13_32_46_185.jpg, IMGo/left_2016_12_01_13_32_46_185.jpg, IMGo/right_2016_12_01_13_32_46_185.jpg, -0.0787459, 0.9855326, 0, 29.91009
IMGo/center_2016_12_01_13_32_46_285.jpg, IMGo/left_2016_12_01_13_32_46_285.jpg, IMGo/right_2016_12_01_13_32_46_285.jpg, -0.0787459, 0.9855326, 0, 30.18595
IMGo/center_2016_12_01_13_32_46_385.jpg, IMGo/left_2016_12_01_13_32_46_385.jpg, IMGo/right_2016_12_01_13_32_46_385.jpg, -0.0787459, 0.9855326, 0, 30.18617
IMGo/center_2016_12_01_13_32_46_486.jpg, IMGo/left_2016_12_01_13_32_46_486.jpg, IMGo/right_2016_12_01_13_32_46_486.jpg, -0.0787459, 0.9855326, 0, 30.18633
IMGo/center_2016_12_01_13_32_46_587.jpg, IMGo/left_2016_12_01_13_32_46_587.jpg, IMGo/right_2016_12_01_13_32_46_587.jpg, 0, 0.9855326, 0, 30.18642
IMGo/center_2016_12_01_13_32_46_689.jpg, IMGo/left_2016_12_01_13_32_46_689.jpg, IMGo/right_2016_12_01_13_32_46_689.jpg, 0, 0.9855326, 0, 30.18659
IMGo/center_2016_12_01_13_32_46_789.jpg, IMGo/left_2016_12_01_13_32_46_789.jpg, IMGo/right_2016_12_01_13_32_46_789.jpg, 0, 0.9855326, 0, 30.18663
IMGo/center_2016_12_01_13_32_46_890.jpg, IMGo/left_2016_12_01_13_32_46_890.jpg, IMGo/right_2016_12_01_13_32_46_890.jpg, 0, 0.9855326, 0, 30.18665
IMGo/center_2016_12_01_13_32_46_991.jpg, IMGo/left_2016_12_01_13_32_46_991.jpg, IMGo/right_2016_12_01_13_32_46_991.jpg, 0.05219137, 0.9855326, 0, 30.18593
IMGo/center_2016_12_01_13_32_47_091.jpg, IMGo/left_2016_12_01_13_32_47_091.jpg, IMGo/right_2016_12_01_13_32_47_091.jpg, 0.05219137, 0.9855326, 0, 30.18629
IMGo/center_2016_12_01_13_32_47_192.jpg, IMGo/left_2016_12_01_13_32_47_192.jpg, IMGo/right_2016_12_01_13_32_47_192.jpg, 0.0904655, 0.9855326, 0, 30.08726
IMGo/center_2016_12_01_13_32_47_293.jpg, IMGo/left_2016_12_01_13_32_47_293.jpg, IMGo/right_2016_12_01_13_32_47_293.jpg, 0.38709, 0.9855326, 0, 30.18586
IMGo/center_2016_12_01_13_32_47_394.jpg, IMGo/left_2016_12_01_13_32_47_394.jpg, IMGo/right_2016_12_01_13_32_47_394.jpg, 0.3583844, 0.9855326, 0, 30.0653
IMGo/center_2016_12_01_13_32_47_495.jpg, IMGo/left_2016_12_01_13_32_47_495.jpg, IMGo/right_2016_12_01_13_32_47_495.jpg, 0.05219137, 0.9855326, 0, 30.20486
IMGo/center_2016_12_01_13_32_47_595.jpg, IMGo/left_2016_12_01_13_32_47_595.jpg, IMGo/right_2016_12_01_13_32_47_595.jpg, 0, 0.9855326, 0, 30.18726
IMGo/center_2016_12_01_13_32_47_695.jpg, IMGo/left_2016_12_01_13_32_47_695.jpg, IMGo/right_2016_12_01_13_32_47_695.jpg, 0, 0.9855326, 0, 30.18701
IMGo/center_2016_12_01_13_32_47_797.jpg, IMGo/left_2016_12_01_13_32_47_797.jpg, IMGo/right_2016_12_01_13_32_47_797.jpg, 0, 0.9855326, 0, 30.18703
IMGo/center_2016_12_01_13_32_47_897.jpg, IMGo/left_2016_12_01_13_32_47_897.jpg, IMGo/right_2016_12_01_13_32_47_897.jpg, 0, 0.9855326, 0, 30.1871
IMGo/center_2016_12_01_13_32_47_998.jpg, IMGo/left_2016_12_01_13_32_47_998.jpg, IMGo/right_2016_12_01_13_32_47_998.jpg, 0, 0.9855326, 0, 30.18711
IMGo/center_2016_12_01_13_32_48_098.jpg, IMGo/left_2016_12_01_13_32_48_098.jpg, IMGo/right_2016_12_01_13_32_48_098.jpg, -0.03127411, 0.9855326, 0, 30.1869
IMGo/center_2016_12_01_13_32_48_200.jpg, IMGo/left_2016_12_01_13_32_48_200.jpg, IMGo/right_2016_12_01_13_32_48_200.jpg, -0.05975719, 0.9855326, 0, 30.1865
IMGo/center_2016_12_01_13_32_48_302.jpg, IMGo/left_2016_12_01_13_32_48_302.jpg, IMGo/right_2016_12_01_13_32_48_302.jpg, -0.05975719, 0.9855326, 0, 30.18676
IMGo/center_2016_12_01_13_32_48_402.jpg, IMGo/left_2016_12_01_13_32_48_402.jpg, IMGo/right_2016_12_01_13_32_48_402.jpg, -0.05975719, 0.9855326, 0, 30.18687
IMGo/center_2016_12_01_13_32_48_503.jpg, IMGo/left_2016_12_01_13_32_48_503.jpg, IMGo/right_2016_12_01_13_32_48_503.jpg, -0.05975719, 0.9855326, 0, 30.18692
IMGo/center_2016_12_01_13_32_48_604.jpg, IMGo/left_2016_12_01_13_32_48_604.jpg, IMGo/right_2016_12_01_13_32_48_604.jpg, -0.05975719, 0.9855326, 0, 30.18694
IMGo/center_2016_12_01_13_32_48_705.jpg, IMGo/left_2016_12_01_13_32_48_705.jpg, IMGo/right_2016_12_01_13_32_48_705.jpg, -0.05975719, 0.9855326, 0, 30.18695
IMGo/center_2016_12_01_13_32_48_805.jpg, IMGo/left_2016_12_01_13_32_48_805.jpg, IMGo/right_2016_12_01_13_32_48_805.jpg, -0.05975719, 0.9855326, 0, 30.18692
IMGo/center_2016_12_01_13_32_48_906.jpg, IMGo/left_2016_12_01_13_32_48_906.jpg, IMGo/right_2016_12_01_13_32_48_906.jpg, -0.05975719, 0.9855326, 0, 30.18688
IMGo/center_2016_12_01_13_32_49_008.jpg, IMGo/left_2016_12_01_13_32_49_008.jpg, IMGo/right_2016_12_01_13_32_49_008.jpg, -0.05975719, 0.9855326, 0, 30.18689
IMGo/center_2016_12_01_13_32_49_109.jpg, IMGo/left_2016_12_01_13_32_49_109.jpg, IMGo/right_2016_12_01_13_32_49_109.jpg, -0.05975719, 0.9855326, 0, 30.18686
IMGo/center_2016_12_01_13_32_49_210.jpg, IMGo/left_2016_12_01_13_32_49_210.jpg, IMGo/right_2016_12_01_13_32_49_210.jpg, -0.04076847, 0.9855326, 0, 30.18702
IMGo/center_2016_12_01_13_32_49_311.jpg, IMGo/left_2016_12_01_13_32_49_311.jpg, IMGo/right_2016_12_01_13_32_49_311.jpg, 0, 0.9855326, 0, 30.18685
IMGo/center_2016_12_01_13_32_49_413.jpg, IMGo/left_2016_12_01_13_32_49_413.jpg, IMGo/right_2016_12_01_13_32_49_413.jpg, 0, 0.9855326, 0, 30.18692
IMGo/center_2016_12_01_13_32_49_514.jpg, IMGo/left_2016_12_01_13_32_49_514.jpg, IMGo/right_2016_12_01_13_32_49_514.jpg, 0.01391724, 0.9855326, 0, 30.18683
IMGo/center_2016_12_01_13_32_49_615.jpg, IMGo/left_2016_12_01_13_32_49_615.jpg, IMGo/right_2016_12_01_13_32_49_615.jpg, 0.01391724, 0.9855326, 0, 30.18687
IMGo/center_2016_12_01_13_32_49_715.jpg, IMGo/left_2016_12_01_13_32_49_715.jpg, IMGo/right_2016_12_01_13_32_49_715.jpg, 0.01391724, 0.9855326, 0, 30.1869
IMGo/center_2016_12_01_13_32_49_817.jpg, IMGo/left_2016_12_01_13_32_49_817.jpg, IMGo/right_2016_12_01_13_32_49_817.jpg, 0, 0.9855326, 0, 30.18689
IMGo/center_2016_12_01_13_32_49_919.jpg, IMGo/left_2016_12_01_13_32_49_919.jpg, IMGo/right_2016_12_01_13_32_49_919.jpg, 0, 0.9855326, 0, 30.18693
IMGo/center_2016_12_01_13_32_50_019.jpg, IMGo/left_2016_12_01_13_32_50_019.jpg, IMGo/right_2016_12_01_13_32_50_019.jpg, 0, 0.9855326, 0, 30.18692
IMGo/center_2016_12_01_13_32_50_121.jpg, IMGo/left_2016_12_01_13_32_50_121.jpg, IMGo/right_2016_12_01_13_32_50_121.jpg, 0, 0.9855326, 0, 30.18692
IMGo/center_2016_12_01_13_32_50_222.jpg, IMGo/left_2016_12_01_13_32_50_222.jpg, IMGo/right_2016_12_01_13_32_50_222.jpg, 0, 0.9855326, 0, 30.18693
IMGo/center_2016_12_01_13_32_50_323.jpg, IMGo/left_2016_12_01_13_32_50_323.jpg, IMGo/right_2016_12_01_13_32_50_323.jpg, 0, 0.9855326, 0, 30.18691
IMGo/center_2016_12_01_13_32_50_424.jpg, IMGo/left_2016_12_01_13_32_50_424.jpg, IMGo/right_2016_12_01_13_32_50_424.jpg, 0, 0.9855326, 0, 30.18691
IMGo/center_2016_12_01_13_32_50_524.jpg, IMGo/left_2016_12_01_13_32_50_524.jpg, IMGo/right_2016_12_01_13_32_50_524.jpg, 0, 0.9855326, 0, 30.18689
IMGo/center_2016_12_01_13_32_50_624.jpg, IMGo/left_2016_12_01_13_32_50_624.jpg, IMGo/right_2016_12_01_13_32_50_624.jpg, 0, 0.9855326, 0, 30.18691
IMGo/center_2016_12_01_13_32_50_726.jpg, IMGo/left_2016_12_01_13_32_50_726.jpg, IMGo/right_2016_12_01_13_32_50_726.jpg, 0, 0.9855326, 0, 30.18692
IMGo/center_2016_12_01_13_32_50_827.jpg, IMGo/left_2016_12_01_13_32_50_827.jpg, IMGo/right_2016_12_01_13_32_50_827.jpg, 0, 0.9855326, 0, 30.18692
IMGo/center_2016_12_01_13_32_50_928.jpg, IMGo/left_2016_12_01_13_32_50_928.jpg, IMGo/right_2016_12_01_13_32_50_928.jpg, 0, 0.9855326, 0, 30.18692
IMGo/center_2016_12_01_13_32_51_028.jpg, IMGo/left_2016_12_01_13_32_51_028.jpg, IMGo/right_2016_12_01_13_32_51_028.jpg, 0, 0.9855326, 0, 30.18693
IMGo/center_2016_12_01_13_32_51_130.jpg, IMGo/left_2016_12_01_13_32_51_130.jpg, IMGo/right_2016_12_01_13_32_51_130.jpg, 0, 0.9855326, 0, 30.18692
IMGo/center_2016_12_01_13_32_51_235.jpg, IMGo/left_2016_12_01_13_32_51_235.jpg, IMGo/right_2016_12_01_13_32_51_235.jpg, 0, 0.9855326, 0, 30.18692
IMGo/center_2016_12_01_13_32_51_335.jpg, IMGo/left_2016_12_01_13_32_51_335.jpg, IMGo/right_2016_12_01_13_32_51_335.jpg, 0, 0.9855326, 0, 30.18689
IMGo/center_2016_12_01_13_32_51_437.jpg, IMGo/left_2016_12_01_13_32_51_437.jpg, IMGo/right_2016_12_01_13_32_51_437.jpg, 0.01391724, 0.9855326, 0, 30.18687
IMGo/center_2016_12_01_13_32_51_538.jpg, IMGo/left_2016_12_01_13_32_51_538.jpg, IMGo/right_2016_12_01_13_32_51_538.jpg, 0.1287396, 0.9855326, 0, 30.18258
IMGo/center_2016_12_01_13_32_51_639.jpg, IMGo/left_2016_12_01_13_32_51_639.jpg, IMGo/right_2016_12_01_13_32_51_639.jpg, 0.2148564, 0.9855326, 0, 30.17934
IMGo/center_2016_12_01_13_32_51_740.jpg, IMGo/left_2016_12_01_13_32_51_740.jpg, IMGo/right_2016_12_01_13_32_51_740.jpg, 0.2148564, 0.9855326, 0, 30.18322
IMGo/center_2016_12_01_13_32_51_842.jpg, IMGo/left_2016_12_01_13_32_51_842.jpg, IMGo/right_2016_12_01_13_32_51_842.jpg, 0, 0.9855326, 0, 30.18424
IMGo/center_2016_12_01_13_32_51_944.jpg, IMGo/left_2016_12_01_13_32_51_944.jpg, IMGo/right_2016_12_01_13_32_51_944.jpg, 0, 0.9855326, 0, 30.18683
IMGo/center_2016_12_01_13_32_52_045.jpg, IMGo/left_2016_12_01_13_32_52_045.jpg, IMGo/right_2016_12_01_13_32_52_045.jpg, 0, 0.9855326, 0, 30.18708
IMGo/center_2016_12_01_13_32_52_146.jpg, IMGo/left_2016_12_01_13_32_52_146.jpg, IMGo/right_2016_12_01_13_32_52_146.jpg, 0, 0.9855326, 0, 30.18709
IMGo/center_2016_12_01_13_32_52_248.jpg, IMGo/left_2016_12_01_13_32_52_248.jpg, IMGo/right_2016_12_01_13_32_52_248.jpg, 0, 0.9855326, 0, 30.18709
IMGo/center_2016_12_01_13_32_52_350.jpg, IMGo/left_2016_12_01_13_32_52_350.jpg, IMGo/right_2016_12_01_13_32_52_350.jpg, -0.08824026, 0.9855326, 0, 30.18482
IMGo/center_2016_12_01_13_32_52_450.jpg, IMGo/left_2016_12_01_13_32_52_450.jpg, IMGo/right_2016_12_01_13_32_52_450.jpg, -0.2306556, 0.9855326, 0, 30.17673
IMGo/center_2016_12_01_13_32_52_551.jpg, IMGo/left_2016_12_01_13_32_52_551.jpg, IMGo/right_2016_12_01_13_32_52_551.jpg, -0.2306556, 0.9855326, 0, 30.18209
IMGo/center_2016_12_01_13_32_52_652.jpg, IMGo/left_2016_12_01_13_32_52_652.jpg, IMGo/right_2016_12_01_13_32_52_652.jpg, -0.1547008, 0.9855326, 0, 30.18752
