	center	left	right	steering	throttle	brake	speed
7137	IMGo/center_2016_12_01_13_45_10_685.jpg	 IMGo/left_2016_12_01_13_45_10_685.jpg	 IMGo/right_2016_12_01_13_45_10_685.jpg	-0.135712	0.9855325999999999	0.0	30.18185
1977	IMGo/center_2016_12_01_13_35_58_658.jpg	 IMGo/left_2016_12_01_13_35_58_658.jpg	 IMGo/right_2016_12_01_13_35_58_658.jpg	0.2818362	0.9855325999999999	0.0	30.17645
6739	IMGo/center_2016_12_01_13_44_30_291.jpg	 IMGo/left_2016_12_01_13_44_30_291.jpg	 IMGo/right_2016_12_01_13_44_30_291.jpg	0.0	0.9855325999999999	0.0	30.186740000000004
5806	IMGo/center_2016_12_01_13_42_55_654.jpg	 IMGo/left_2016_12_01_13_42_55_654.jpg	 IMGo/right_2016_12_01_13_42_55_654.jpg	0.0	0.9855325999999999	0.0	30.186629999999997
5670	IMGo/center_2016_12_01_13_42_41_875.jpg	 IMGo/left_2016_12_01_13_42_41_875.jpg	 IMGo/right_2016_12_01_13_42_41_875.jpg	0.0	0.9855325999999999	0.0	30.18664
2377	IMGo/center_2016_12_01_13_36_39_213.jpg	 IMGo/left_2016_12_01_13_36_39_213.jpg	 IMGo/right_2016_12_01_13_36_39_213.jpg	0.0	0.9855325999999999	0.0	30.18664
7684	IMGo/center_2016_12_01_13_46_06_103.jpg	 IMGo/left_2016_12_01_13_46_06_103.jpg	 IMGo/right_2016_12_01_13_46_06_103.jpg	0.0	0.9855325999999999	0.0	30.186629999999997
6143	IMGo/center_2016_12_01_13_43_29_827.jpg	 IMGo/left_2016_12_01_13_43_29_827.jpg	 IMGo/right_2016_12_01_13_43_29_827.jpg	0.01391724	0.9855325999999999	0.0	30.18667
6039	IMGo/center_2016_12_01_13_43_19_264.jpg	 IMGo/left_2016_12_01_13_43_19_264.jpg	 IMGo/right_2016_12_01_13_43_19_264.jpg	-0.0122854	0.9855325999999999	0.0	30.186590000000002
3773	IMGo/center_2016_12_01_13_39_00_683.jpg	 IMGo/left_2016_12_01_13_39_00_683.jpg	 IMGo/right_2016_12_01_13_39_00_683.jpg	0.0	0.02483151	0.0	26.86488
1832	IMGo/center_2016_12_01_13_35_43_958.jpg	 IMGo/left_2016_12_01_13_35_43_958.jpg	 IMGo/right_2016_12_01_13_35_43_958.jpg	0.0	0.9855325999999999	0.0	30.19118
5717	IMGo/center_2016_12_01_13_42_46_631.jpg	 IMGo/left_2016_12_01_13_42_46_631.jpg	 IMGo/right_2016_12_01_13_42_46_631.jpg	0.0	0.9855325999999999	0.0	30.186629999999997
8485	IMGn/center_2017_01_28_17_56_17_329.jpg	 IMGn/left_2017_01_28_17_56_17_329.jpg	 IMGn/right_2017_01_28_17_56_17_329.jpg	0.0	1.0	0.0	30.190309999999997
5373	IMGo/center_2016_12_01_13_42_11_761.jpg	 IMGo/left_2016_12_01_13_42_11_761.jpg	 IMGo/right_2016_12_01_13_42_11_761.jpg	-0.10722899999999999	0.9855325999999999	0.0	30.18611
8663	IMGn/center_2017_01_28_17_56_36_910.jpg	 IMGn/left_2017_01_28_17_56_36_910.jpg	 IMGn/right_2017_01_28_17_56_36_910.jpg	0.0	1.0	0.0	30.190070000000002
9150	IMGn/center_2017_01_28_17_57_30_597.jpg	 IMGn/left_2017_01_28_17_57_30_597.jpg	 IMGn/right_2017_01_28_17_57_30_597.jpg	0.0	1.0	0.0	30.18938
2559	IMGo/center_2016_12_01_13_36_57_666.jpg	 IMGo/left_2016_12_01_13_36_57_666.jpg	 IMGo/right_2016_12_01_13_36_57_666.jpg	0.02348577	0.9855325999999999	0.0	30.18662
6298	IMGo/center_2016_12_01_13_43_45_579.jpg	 IMGo/left_2016_12_01_13_43_45_579.jpg	 IMGo/right_2016_12_01_13_43_45_579.jpg	0.0	0.9855325999999999	0.0	30.186659999999996
6502	IMGo/center_2016_12_01_13_44_06_285.jpg	 IMGo/left_2016_12_01_13_44_06_285.jpg	 IMGo/right_2016_12_01_13_44_06_285.jpg	0.0	0.9855325999999999	0.0	30.18664
5900	IMGo/center_2016_12_01_13_43_05_197.jpg	 IMGo/left_2016_12_01_13_43_05_197.jpg	 IMGo/right_2016_12_01_13_43_05_197.jpg	-0.05975719	0.9855325999999999	0.0	30.18595
3965	IMGo/center_2016_12_01_13_39_20_136.jpg	 IMGo/left_2016_12_01_13_39_20_136.jpg	 IMGo/right_2016_12_01_13_39_20_136.jpg	0.1765823	0.0	0.0	11.722000000000001
6497	IMGo/center_2016_12_01_13_44_05_776.jpg	 IMGo/left_2016_12_01_13_44_05_776.jpg	 IMGo/right_2016_12_01_13_44_05_776.jpg	0.0	0.9855325999999999	0.0	30.18665
2463	IMGo/center_2016_12_01_13_36_47_928.jpg	 IMGo/left_2016_12_01_13_36_47_928.jpg	 IMGo/right_2016_12_01_13_36_47_928.jpg	-0.15470079999999997	0.9855325999999999	0.0	30.1833
549	IMGo/center_2016_12_01_13_33_33_852.jpg	 IMGo/left_2016_12_01_13_33_33_852.jpg	 IMGo/right_2016_12_01_13_33_33_852.jpg	0.0	0.9855325999999999	0.0	30.18664
6838	IMGo/center_2016_12_01_13_44_40_307.jpg	 IMGo/left_2016_12_01_13_44_40_307.jpg	 IMGo/right_2016_12_01_13_44_40_307.jpg	-0.0787459	0.9855325999999999	0.0	30.18625
7965	IMGo/center_2016_12_01_13_46_34_672.jpg	 IMGo/left_2016_12_01_13_46_34_672.jpg	 IMGo/right_2016_12_01_13_46_34_672.jpg	0.0	0.0	0.0	2.112079
1408	IMGo/center_2016_12_01_13_35_00_941.jpg	 IMGo/left_2016_12_01_13_35_00_941.jpg	 IMGo/right_2016_12_01_13_35_00_941.jpg	0.3009732	0.9855325999999999	0.0	30.181540000000002
7680	IMGo/center_2016_12_01_13_46_05_697.jpg	 IMGo/left_2016_12_01_13_46_05_697.jpg	 IMGo/right_2016_12_01_13_46_05_697.jpg	0.0	0.9855325999999999	0.0	30.186609999999998
9808	IMGn/center_2017_01_28_17_58_43_353.jpg	 IMGn/left_2017_01_28_17_58_43_353.jpg	 IMGn/right_2017_01_28_17_58_43_353.jpg	0.0	1.0	0.0	30.190340000000003
4540	IMGo/center_2016_12_01_13_40_47_312.jpg	 IMGo/left_2016_12_01_13_40_47_312.jpg	 IMGo/right_2016_12_01_13_40_47_312.jpg	0.0	0.9855325999999999	0.0	24.46946
7478	IMGo/center_2016_12_01_13_45_45_222.jpg	 IMGo/left_2016_12_01_13_45_45_222.jpg	 IMGo/right_2016_12_01_13_45_45_222.jpg	0.0	0.9855325999999999	0.0	30.183709999999998
7022	IMGo/center_2016_12_01_13_44_59_010.jpg	 IMGo/left_2016_12_01_13_44_59_010.jpg	 IMGo/right_2016_12_01_13_44_59_010.jpg	0.04262284	0.9855325999999999	0.0	30.185129999999997
6638	IMGo/center_2016_12_01_13_44_20_054.jpg	 IMGo/left_2016_12_01_13_44_20_054.jpg	 IMGo/right_2016_12_01_13_44_20_054.jpg	-0.08824026	0.9855325999999999	0.0	30.186659999999996
7474	IMGo/center_2016_12_01_13_45_44_815.jpg	 IMGo/left_2016_12_01_13_45_44_815.jpg	 IMGo/right_2016_12_01_13_45_44_815.jpg	0.3009732	0.9855325999999999	0.0	30.14643
7796	IMGo/center_2016_12_01_13_46_17_481.jpg	 IMGo/left_2016_12_01_13_46_17_481.jpg	 IMGo/right_2016_12_01_13_46_17_481.jpg	0.0	0.9855325999999999	0.0	30.18665
1228	IMGo/center_2016_12_01_13_34_42_709.jpg	 IMGo/left_2016_12_01_13_34_42_709.jpg	 IMGo/right_2016_12_01_13_34_42_709.jpg	0.0	0.9855325999999999	0.0	30.186659999999996
9136	IMGn/center_2017_01_28_17_57_28_978.jpg	 IMGn/left_2017_01_28_17_57_28_978.jpg	 IMGn/right_2017_01_28_17_57_28_978.jpg	0.0	1.0	0.0	30.18996
6842	IMGo/center_2016_12_01_13_44_40_713.jpg	 IMGo/left_2016_12_01_13_44_40_713.jpg	 IMGo/right_2016_12_01_13_44_40_713.jpg	0.0	0.9855325999999999	0.0	30.186629999999997
1271	IMGo/center_2016_12_01_13_34_47_063.jpg	 IMGo/left_2016_12_01_13_34_47_063.jpg	 IMGo/right_2016_12_01_13_34_47_063.jpg	-0.05975719	0.9855325999999999	0.0	30.18654
6238	IMGo/center_2016_12_01_13_43_39_491.jpg	 IMGo/left_2016_12_01_13_43_39_491.jpg	 IMGo/right_2016_12_01_13_43_39_491.jpg	0.13830820000000002	0.9855325999999999	0.0	30.18402
4677	IMGo/center_2016_12_01_13_41_01_206.jpg	 IMGo/left_2016_12_01_13_41_01_206.jpg	 IMGo/right_2016_12_01_13_41_01_206.jpg	0.0	0.9855325999999999	0.0	30.186609999999998
2315	IMGo/center_2016_12_01_13_36_32_894.jpg	 IMGo/left_2016_12_01_13_36_32_894.jpg	 IMGo/right_2016_12_01_13_36_32_894.jpg	0.1670138	0.9855325999999999	0.0	30.185679999999998
8367	IMGn/center_2017_01_28_17_56_04_768.jpg	 IMGn/left_2017_01_28_17_56_04_768.jpg	 IMGn/right_2017_01_28_17_56_04_768.jpg	0.06186533	1.0	0.0	30.18931
4250	IMGo/center_2016_12_01_13_39_49_039.jpg	 IMGo/left_2016_12_01_13_39_49_039.jpg	 IMGo/right_2016_12_01_13_39_49_039.jpg	0.01391724	0.5148082	0.0	30.0649
4295	IMGo/center_2016_12_01_13_39_53_622.jpg	 IMGo/left_2016_12_01_13_39_53_622.jpg	 IMGo/right_2016_12_01_13_39_53_622.jpg	0.0	0.3803048	0.0	25.761670000000002
4466	IMGo/center_2016_12_01_13_40_10_976.jpg	 IMGo/left_2016_12_01_13_40_10_976.jpg	 IMGo/right_2016_12_01_13_40_10_976.jpg	0.0	0.0	0.0	5.251216
4629	IMGo/center_2016_12_01_13_40_56_332.jpg	 IMGo/left_2016_12_01_13_40_56_332.jpg	 IMGo/right_2016_12_01_13_40_56_332.jpg	0.0	0.9855325999999999	0.0	30.18603
2555	IMGo/center_2016_12_01_13_36_57_262.jpg	 IMGo/left_2016_12_01_13_36_57_262.jpg	 IMGo/right_2016_12_01_13_36_57_262.jpg	0.0	0.9855325999999999	0.0	30.18672
8946	IMGn/center_2017_01_28_17_57_07_778.jpg	 IMGn/left_2017_01_28_17_57_07_778.jpg	 IMGn/right_2017_01_28_17_57_07_778.jpg	0.0	1.0	0.0	30.190309999999997
7801	IMGo/center_2016_12_01_13_46_17_990.jpg	 IMGo/left_2016_12_01_13_46_17_990.jpg	 IMGo/right_2016_12_01_13_46_17_990.jpg	0.0	0.0	0.0	29.460420000000003
258	IMGo/center_2016_12_01_13_33_04_385.jpg	 IMGo/left_2016_12_01_13_33_04_385.jpg	 IMGo/right_2016_12_01_13_33_04_385.jpg	0.0	0.9855325999999999	0.0	30.18665
4328	IMGo/center_2016_12_01_13_39_56_968.jpg	 IMGo/left_2016_12_01_13_39_56_968.jpg	 IMGo/right_2016_12_01_13_39_56_968.jpg	0.05219137	0.8222444999999999	0.0	30.14586
7990	IMGo/center_2016_12_01_13_46_36_671.jpg	 IMGo/left_2016_12_01_13_46_36_671.jpg	 IMGo/right_2016_12_01_13_46_36_671.jpg	0.0	0.0	0.0	1.726264
9353	IMGn/center_2017_01_28_17_57_52_780.jpg	 IMGn/left_2017_01_28_17_57_52_780.jpg	 IMGn/right_2017_01_28_17_57_52_780.jpg	0.0	1.0	0.0	30.18995
3799	IMGo/center_2016_12_01_13_39_03_331.jpg	 IMGo/left_2016_12_01_13_39_03_331.jpg	 IMGo/right_2016_12_01_13_39_03_331.jpg	0.0	0.0	0.0	20.51698
4183	IMGo/center_2016_12_01_13_39_42_218.jpg	 IMGo/left_2016_12_01_13_39_42_218.jpg	 IMGo/right_2016_12_01_13_39_42_218.jpg	0.0	0.908711	0.0	30.16718
6018	IMGo/center_2016_12_01_13_43_17_139.jpg	 IMGo/left_2016_12_01_13_43_17_139.jpg	 IMGo/right_2016_12_01_13_43_17_139.jpg	0.0	0.9855325999999999	0.0	30.1865
5593	IMGo/center_2016_12_01_13_42_34_071.jpg	 IMGo/left_2016_12_01_13_42_34_071.jpg	 IMGo/right_2016_12_01_13_42_34_071.jpg	-0.05975719	0.9855325999999999	0.0	30.1859
9524	IMGn/center_2017_01_28_17_58_11_735.jpg	 IMGn/left_2017_01_28_17_58_11_735.jpg	 IMGn/right_2017_01_28_17_58_11_735.jpg	0.1989634	1.0	0.0	30.18184
3774	IMGo/center_2016_12_01_13_39_00_785.jpg	 IMGo/left_2016_12_01_13_39_00_785.jpg	 IMGo/right_2016_12_01_13_39_00_785.jpg	0.15744520000000004	0.0344389	0.0	26.61775
9466	IMGn/center_2017_01_28_17_58_05_441.jpg	 IMGn/left_2017_01_28_17_58_05_441.jpg	 IMGn/right_2017_01_28_17_58_05_441.jpg	0.0	1.0	0.0	30.19035
4979	IMGo/center_2016_12_01_13_41_31_809.jpg	 IMGo/left_2016_12_01_13_41_31_809.jpg	 IMGo/right_2016_12_01_13_41_31_809.jpg	0.0	0.9855325999999999	0.0	30.18491
2707	IMGo/center_2016_12_01_13_37_12_629.jpg	 IMGo/left_2016_12_01_13_37_12_629.jpg	 IMGo/right_2016_12_01_13_37_12_629.jpg	0.0	0.9855325999999999	0.0	30.186629999999997
1419	IMGo/center_2016_12_01_13_35_02_056.jpg	 IMGo/left_2016_12_01_13_35_02_056.jpg	 IMGo/right_2016_12_01_13_35_02_056.jpg	0.0	0.9855325999999999	0.0	30.18665
1170	IMGo/center_2016_12_01_13_34_36_842.jpg	 IMGo/left_2016_12_01_13_34_36_842.jpg	 IMGo/right_2016_12_01_13_34_36_842.jpg	0.0	0.9855325999999999	0.0	30.186609999999998
2477	IMGo/center_2016_12_01_13_36_49_347.jpg	 IMGo/left_2016_12_01_13_36_49_347.jpg	 IMGo/right_2016_12_01_13_36_49_347.jpg	0.01391724	0.9855325999999999	0.0	30.18662
2961	IMGo/center_2016_12_01_13_37_38_334.jpg	 IMGo/left_2016_12_01_13_37_38_334.jpg	 IMGo/right_2016_12_01_13_37_38_334.jpg	0.0	0.9855325999999999	0.0	30.186629999999997
6296	IMGo/center_2016_12_01_13_43_45_375.jpg	 IMGo/left_2016_12_01_13_43_45_375.jpg	 IMGo/right_2016_12_01_13_43_45_375.jpg	0.0	0.9855325999999999	0.0	30.1866
3209	IMGo/center_2016_12_01_13_38_03_501.jpg	 IMGo/left_2016_12_01_13_38_03_501.jpg	 IMGo/right_2016_12_01_13_38_03_501.jpg	0.0	0.9855325999999999	0.0	30.18664
1656	IMGo/center_2016_12_01_13_35_26_164.jpg	 IMGo/left_2016_12_01_13_35_26_164.jpg	 IMGo/right_2016_12_01_13_35_26_164.jpg	0.0	0.9855325999999999	0.0	30.186559999999997
5337	IMGo/center_2016_12_01_13_42_08_096.jpg	 IMGo/left_2016_12_01_13_42_08_096.jpg	 IMGo/right_2016_12_01_13_42_08_096.jpg	-0.135712	0.9855325999999999	0.0	30.180559999999996
10023	IMGn/center_2017_01_28_17_59_07_305.jpg	 IMGn/left_2017_01_28_17_59_07_305.jpg	 IMGn/right_2017_01_28_17_59_07_305.jpg	-1.0	1.0	0.0	30.086
1034	IMGo/center_2016_12_01_13_34_23_036.jpg	 IMGo/left_2016_12_01_13_34_23_036.jpg	 IMGo/right_2016_12_01_13_34_23_036.jpg	0.05219137	0.9855325999999999	0.0	30.186690000000002
1131	IMGo/center_2016_12_01_13_34_32_879.jpg	 IMGo/left_2016_12_01_13_34_32_879.jpg	 IMGo/right_2016_12_01_13_34_32_879.jpg	0.0	0.9855325999999999	0.0	30.186659999999996
3397	IMGo/center_2016_12_01_13_38_22_554.jpg	 IMGo/left_2016_12_01_13_38_22_554.jpg	 IMGo/right_2016_12_01_13_38_22_554.jpg	0.0	0.9855325999999999	0.0	30.18597
2977	IMGo/center_2016_12_01_13_37_39_947.jpg	 IMGo/left_2016_12_01_13_37_39_947.jpg	 IMGo/right_2016_12_01_13_37_39_947.jpg	0.1765823	0.9855325999999999	0.0	30.185209999999998
7971	IMGo/center_2016_12_01_13_46_35_282.jpg	 IMGo/left_2016_12_01_13_46_35_282.jpg	 IMGo/right_2016_12_01_13_46_35_282.jpg	0.0	0.0	0.0	1.988046
9660	IMGn/center_2017_01_28_17_58_26_724.jpg	 IMGn/left_2017_01_28_17_58_26_724.jpg	 IMGn/right_2017_01_28_17_58_26_724.jpg	0.0	1.0	0.0	30.19029
3631	IMGo/center_2016_12_01_13_38_46_245.jpg	 IMGo/left_2016_12_01_13_38_46_245.jpg	 IMGo/right_2016_12_01_13_38_46_245.jpg	0.3488158	0.0	0.0	14.339789999999999
2667	IMGo/center_2016_12_01_13_37_08_591.jpg	 IMGo/left_2016_12_01_13_37_08_591.jpg	 IMGo/right_2016_12_01_13_37_08_591.jpg	0.0	0.9855325999999999	0.0	30.18664
9553	IMGn/center_2017_01_28_17_58_15_086.jpg	 IMGn/left_2017_01_28_17_58_15_086.jpg	 IMGn/right_2017_01_28_17_58_15_086.jpg	0.0	1.0	0.0	30.190309999999997
7716	IMGo/center_2016_12_01_13_46_09_340.jpg	 IMGo/left_2016_12_01_13_46_09_340.jpg	 IMGo/right_2016_12_01_13_46_09_340.jpg	0.0	0.9855325999999999	0.0	30.18638
244	IMGo/center_2016_12_01_13_33_02_966.jpg	 IMGo/left_2016_12_01_13_33_02_966.jpg	 IMGo/right_2016_12_01_13_33_02_966.jpg	0.01391724	0.9855325999999999	0.0	30.186609999999998
5237	IMGo/center_2016_12_01_13_41_57_922.jpg	 IMGo/left_2016_12_01_13_41_57_922.jpg	 IMGo/right_2016_12_01_13_41_57_922.jpg	0.0	0.9855325999999999	0.0	30.18625
8726	IMGn/center_2017_01_28_17_56_43_835.jpg	 IMGn/left_2017_01_28_17_56_43_835.jpg	 IMGn/right_2017_01_28_17_56_43_835.jpg	0.0	1.0	0.0	30.19006
8148	IMGn/center_2017_01_28_17_55_40_861.jpg	 IMGn/left_2017_01_28_17_55_40_861.jpg	 IMGn/right_2017_01_28_17_55_40_861.jpg	0.0	1.0	0.0	30.190309999999997
2381	IMGo/center_2016_12_01_13_36_39_618.jpg	 IMGo/left_2016_12_01_13_36_39_618.jpg	 IMGo/right_2016_12_01_13_36_39_618.jpg	0.2722676	0.9855325999999999	0.0	30.167690000000004
3081	IMGo/center_2016_12_01_13_37_50_481.jpg	 IMGo/left_2016_12_01_13_37_50_481.jpg	 IMGo/right_2016_12_01_13_37_50_481.jpg	0.0	0.9855325999999999	0.0	30.18664
7632	IMGo/center_2016_12_01_13_46_00_823.jpg	 IMGo/left_2016_12_01_13_46_00_823.jpg	 IMGo/right_2016_12_01_13_46_00_823.jpg	0.0	0.9855325999999999	0.0	30.186420000000002
839	IMGo/center_2016_12_01_13_34_03_310.jpg	 IMGo/left_2016_12_01_13_34_03_310.jpg	 IMGo/right_2016_12_01_13_34_03_310.jpg	0.0	0.9855325999999999	0.0	30.18664
6180	IMGo/center_2016_12_01_13_43_33_588.jpg	 IMGo/left_2016_12_01_13_43_33_588.jpg	 IMGo/right_2016_12_01_13_43_33_588.jpg	-0.31610479999999996	0.9855325999999999	0.0	30.18233
8285	IMGn/center_2017_01_28_17_55_55_582.jpg	 IMGn/left_2017_01_28_17_55_55_582.jpg	 IMGn/right_2017_01_28_17_55_55_582.jpg	-0.09669900000000001	1.0	0.0	30.191340000000004
7739	IMGo/center_2016_12_01_13_46_11_677.jpg	 IMGo/left_2016_12_01_13_46_11_677.jpg	 IMGo/right_2016_12_01_13_46_11_677.jpg	0.0	0.9855325999999999	0.0	30.18631
9797	IMGn/center_2017_01_28_17_58_42_073.jpg	 IMGn/left_2017_01_28_17_58_42_073.jpg	 IMGn/right_2017_01_28_17_58_42_073.jpg	0.0	1.0	0.0	30.190279999999998
5405	IMGo/center_2016_12_01_13_42_15_006.jpg	 IMGo/left_2016_12_01_13_42_15_006.jpg	 IMGo/right_2016_12_01_13_42_15_006.jpg	0.0	0.9855325999999999	0.0	30.186629999999997
4577	IMGo/center_2016_12_01_13_40_51_063.jpg	 IMGo/left_2016_12_01_13_40_51_063.jpg	 IMGo/right_2016_12_01_13_40_51_063.jpg	0.0	0.9855325999999999	0.0	30.18665
3161	IMGo/center_2016_12_01_13_37_58_604.jpg	 IMGo/left_2016_12_01_13_37_58_604.jpg	 IMGo/right_2016_12_01_13_37_58_604.jpg	0.1765823	0.9855325999999999	0.0	30.18595
5537	IMGo/center_2016_12_01_13_42_28_400.jpg	 IMGo/left_2016_12_01_13_42_28_400.jpg	 IMGo/right_2016_12_01_13_42_28_400.jpg	0.0	0.9855325999999999	0.0	30.185309999999998
4154	IMGo/center_2016_12_01_13_39_39_282.jpg	 IMGo/left_2016_12_01_13_39_39_282.jpg	 IMGo/right_2016_12_01_13_39_39_282.jpg	0.3201102	0.908711	0.0	30.16167
40	IMGo/center_2016_12_01_13_32_42_346.jpg	 IMGo/left_2016_12_01_13_32_42_346.jpg	 IMGo/right_2016_12_01_13_32_42_346.jpg	0.0	0.0	0.0	0.5514876
5962	IMGo/center_2016_12_01_13_43_11_470.jpg	 IMGo/left_2016_12_01_13_43_11_470.jpg	 IMGo/right_2016_12_01_13_43_11_470.jpg	-0.0787459	0.9855325999999999	0.0	30.186359999999997
9231	IMGn/center_2017_01_28_17_57_39_366.jpg	 IMGn/left_2017_01_28_17_57_39_366.jpg	 IMGn/right_2017_01_28_17_57_39_366.jpg	-0.05820036	1.0	0.0	30.19143
3730	IMGo/center_2016_12_01_13_38_56_310.jpg	 IMGo/left_2016_12_01_13_38_56_310.jpg	 IMGo/right_2016_12_01_13_38_56_310.jpg	0.0	0.3130531	0.0	8.795334
4308	IMGo/center_2016_12_01_13_39_54_941.jpg	 IMGo/left_2016_12_01_13_39_54_941.jpg	 IMGo/right_2016_12_01_13_39_54_941.jpg	0.0	0.7838149999999999	0.0	30.135679999999997
7272	IMGo/center_2016_12_01_13_45_24_349.jpg	 IMGo/left_2016_12_01_13_45_24_349.jpg	 IMGo/right_2016_12_01_13_45_24_349.jpg	-0.09773462	0.9855325999999999	0.0	30.18382
1433	IMGo/center_2016_12_01_13_35_03_473.jpg	 IMGo/left_2016_12_01_13_35_03_473.jpg	 IMGo/right_2016_12_01_13_35_03_473.jpg	0.100034	0.9855325999999999	0.0	30.186609999999998
4002	IMGo/center_2016_12_01_13_39_23_882.jpg	 IMGo/left_2016_12_01_13_39_23_882.jpg	 IMGo/right_2016_12_01_13_39_23_882.jpg	0.0	0.9279258	0.0	30.17203
3949	IMGo/center_2016_12_01_13_39_18_515.jpg	 IMGo/left_2016_12_01_13_39_18_515.jpg	 IMGo/right_2016_12_01_13_39_18_515.jpg	-0.14520639999999999	0.0	0.0	13.4252
2096	IMGo/center_2016_12_01_13_36_10_698.jpg	 IMGo/left_2016_12_01_13_36_10_698.jpg	 IMGo/right_2016_12_01_13_36_10_698.jpg	0.0	0.9855325999999999	0.0	30.186659999999996
2159	IMGo/center_2016_12_01_13_36_17_069.jpg	 IMGo/left_2016_12_01_13_36_17_069.jpg	 IMGo/right_2016_12_01_13_36_17_069.jpg	0.0	0.9855325999999999	0.0	30.18664
1520	IMGo/center_2016_12_01_13_35_12_321.jpg	 IMGo/left_2016_12_01_13_35_12_321.jpg	 IMGo/right_2016_12_01_13_35_12_321.jpg	0.1957194	0.9855325999999999	0.0	30.18426
6644	IMGo/center_2016_12_01_13_44_20_661.jpg	 IMGo/left_2016_12_01_13_44_20_661.jpg	 IMGo/right_2016_12_01_13_44_20_661.jpg	0.0	0.9855325999999999	0.0	30.18664
6123	IMGo/center_2016_12_01_13_43_27_798.jpg	 IMGo/left_2016_12_01_13_43_27_798.jpg	 IMGo/right_2016_12_01_13_43_27_798.jpg	-0.04076847	0.9855325999999999	0.0	30.185940000000002
7464	IMGo/center_2016_12_01_13_45_43_799.jpg	 IMGo/left_2016_12_01_13_45_43_799.jpg	 IMGo/right_2016_12_01_13_45_43_799.jpg	0.100034	0.9855325999999999	0.0	30.18917
2323	IMGo/center_2016_12_01_13_36_33_708.jpg	 IMGo/left_2016_12_01_13_36_33_708.jpg	 IMGo/right_2016_12_01_13_36_33_708.jpg	0.1765823	0.9855325999999999	0.0	30.186090000000004
4224	IMGo/center_2016_12_01_13_39_46_383.jpg	 IMGo/left_2016_12_01_13_39_46_383.jpg	 IMGo/right_2016_12_01_13_39_46_383.jpg	0.01391724	0.6685264	0.0	30.106309999999997
8290	IMGn/center_2017_01_28_17_55_56_160.jpg	 IMGn/left_2017_01_28_17_55_56_160.jpg	 IMGn/right_2017_01_28_17_55_56_160.jpg	0.0	1.0	0.0	30.190279999999998
6734	IMGo/center_2016_12_01_13_44_29_786.jpg	 IMGo/left_2016_12_01_13_44_29_786.jpg	 IMGo/right_2016_12_01_13_44_29_786.jpg	0.0	0.9855325999999999	0.0	30.187040000000003
6617	IMGo/center_2016_12_01_13_44_17_926.jpg	 IMGo/left_2016_12_01_13_44_17_926.jpg	 IMGo/right_2016_12_01_13_44_17_926.jpg	0.0	0.9855325999999999	0.0	30.18664
